1.411356	21.41972
1.586052	21.47135
1.760748	21.46114
1.935444	21.63549
2.11014	        21.66949
2.284836	21.66104
2.459532	21.75189
2.634228	21.72512
2.808924	21.84293
2.98362	        21.85316
3.158316	21.91846
3.333012	21.94325
3.507708	21.95904
3.682404	21.9371
3.8571	        21.93568
4.031796	21.9943
4.206492	21.98938
4.381188	22.02279
4.555884	22.07511
4.73058	        22.03196
4.905276	22.13127
5.079972	22.2406
5.254668	22.17453
5.429364	22.2347
5.60406	        22.28704
5.778756	22.3166
5.953452	22.30147
6.128148	22.44241
6.302844	22.42112
6.47754	        22.4936
6.652236	22.62851
6.826932	22.64458
7.001628	22.60497
7.176324	22.78511
7.35102	        22.83682
7.525716	22.84183
7.700412	22.88453
7.875108	22.9905
8.049804	22.92146
8.2245	        23.05887
8.399196	23.09619
8.573892	23.19529
8.748588	23.2364
8.923284	23.25003
9.09798	        23.40212
9.272676	23.50988
9.447371	23.4649
9.622067	23.44035
9.796764	23.63321
9.97146	        23.74326
10.14616	23.70556
10.32085	23.82341
10.49555	23.88766
10.67024	23.85144
10.84494	24.02731
11.01964	23.93018
11.19433	24.21336
11.36903	24.25756
11.54372	24.20873
11.71842	24.32046
11.89312	24.4383
12.06781	24.51539
12.24251	24.55218
12.4172	        24.67407
12.5919	        24.74554
12.7666	        24.82734
12.94129	24.83543
13.11599	24.9503
13.29068	25.12258
13.46538	25.21655
13.64008	25.32193
13.81477	25.41357
13.98947	25.47145
14.16416	25.67713
14.33886	25.72414
14.51356	25.87275
14.68825	25.89996
14.86295	26.0698
15.03764	26.07532
15.21234	26.25575
15.38704	26.32112
15.56173	26.4899
15.73643	26.6247
15.91112	26.72169
16.08582	26.88262
16.26052	26.97285
16.43521	27.03273
16.60991	27.1618
16.7846	        27.27743
16.9593	        27.33026
17.134	        27.44176
17.30869	27.67475
17.48339	27.78315
17.65808	27.85269
17.83278	27.98133
18.00747	28.23324
18.18217	28.36215
18.35687	28.51282
18.53156	28.56656
18.70626	28.87738
18.88096	29.07109
19.05565	29.13748
19.23035	29.28743
19.40504	29.48521
19.57974	29.57007
19.75444	29.80337
19.92913	29.96503
20.10383	30.23697
20.27852	30.33809
20.45322	30.4801
20.62792	30.78993
20.80261	31.02894
20.97731	31.22543
21.152	        31.40203
21.3267	        31.55785
21.5014 	31.90785
21.67609	32.14546
21.85079	32.31371
22.02548	32.55279
22.20018	32.92464
22.37488	33.2364
22.54957	33.3568
22.72427	33.72631
22.89896	33.97107
23.07366	34.33784
23.24836	34.59833
23.42305	35.0001
23.59775	35.29707
23.77244	35.73784
23.94714	36.08296
24.12184	36.32014
24.29653	36.97952
24.47123	37.18048
24.64592	37.6276
24.82062	37.98181
24.99532	38.5362
25.17001	38.97702
25.34471	39.57304
25.5194	        39.90245
25.6941	        40.59986
25.8688	        41.12907
26.04349	41.88348
26.21819	42.44027
26.39288	43.23659
26.56758	43.9679
26.74228	44.86343
26.91697	45.63875
27.09167	46.4584
27.26636	47.43163
27.44106	48.52343
27.61576	49.59354
27.79045	50.72599
27.96515	52.187
28.13984	53.42034
28.31454	55.19556
28.48923	56.66635
28.66393	58.602
28.83863	60.79243
29.01332	63.04974
29.18802	65.69717
29.36272	68.73185
29.53741	72.30634
29.71211	76.09922
29.8868 	80.47638
30.0615	        85.68929
30.2362 	91.95988
30.41089	97.62505
30.58559	100
30.76028	95.9483
30.93498	83.59629
31.10968	63.81865
31.28437	41.8567
31.45907	23.32826
31.63376	10.83357
31.80846	4.256404
31.98316	1.449757
32.15785	0.5559055
32.33255	0.3489476
32.50724	0.2469873

